x,y,yaw,w
-13.1959,4.91409,-2.67434,0.0001
10.1484,-12.1319,-1.06381,0.0001
-1.32711,-2.28875,-1.10822,0.0001
-7.88304,-18.2703,-0.980816,0.0001
6.71191,-9.60495,-1.97983,0.0001
3.18156,-17.8175,-0.682618,0.0001
7.43598,-16.3965,-0.480573,0.0001
6.97852,0.341675,-0.482911,0.0001
-10.1247,0.33972,2.34354,0.0001
5.33454,1.73643,-0.370014,0.0001
-2.58224,7.15731,1.55254,0.0001
-9.22068,-16.2963,-0.226699,0.0001
-3.06173,-18.7697,-0.881243,0.0001
4.10396,0.697312,-0.436459,0.0001
-6.82193,0.277858,-0.054292,0.0001
4.45443,-14.2336,-1.41101,0.0001
-7.26586,3.99898,-2.31157,0.0001
-10.1341,-18.5345,-0.168524,0.0001
-7.04293,2.34552,0.91103,0.0001
-4.78182,-3.22016,-1.51074,0.0001
-2.04178,-8.67267,-2.97647,0.0001
-9.22378,-14.3665,2.50939,0.0001
2.82358,-1.85206,1.61889,0.0001
-2.7019,-15.7022,2.28768,0.0001
1.48612,-13.5627,-1.51901,0.0001
11.3744,-11.2531,-1.14111,0.0001
-8.30319,-13.398,-1.36853,0.0001
-6.86309,5.53233,1.51985,0.0001
-6.27729,-17.009,-2.40454,0.0001
-11.0621,-0.692078,-2.59408,0.0001
7.67106,4.15809,1.69186,0.0001
-4.64601,-16.2281,2.72364,0.0001
6.79083,-16.1002,1.6746,0.0001
-0.779993,-2.08823,-0.582429,0.0001
-7.93113,0.0574874,1.63551,0.0001
-10.2756,-2.04278,1.14514,0.0001
-12.4405,0.112332,-3.02826,0.0001
-10.0289,4.39138,-0.205681,0.0001
-4.54083,-12.6307,0.709287,0.0001
0.486267,-2.29955,-0.0553753,0.0001
4.80374,-12.25,2.94274,0.0001
0.557468,-1.80479,2.7402,0.0001
9.2211,-9.36381,-1.86783,0.0001
5.98315,-15.0783,2.95523,0.0001
-1.88945,-14.1449,2.6148,0.0001
-4.46734,-11.0908,-2.74554,0.0001
1.42396,2.79128,-2.19397,0.0001
-1.71497,3.57369,-1.61969,0.0001
3.28155,-3.33044,2.37152,0.0001
-3.96048,-11.0355,1.14362,0.0001
-8.51838,-15.0654,1.62379,0.0001
9.28146,-14.567,-2.61421,0.0001
3.2264,-9.70367,-0.259963,0.0001
5.91762,-3.92576,1.59278,0.0001
2.49285,-17.7578,-3.02072,0.0001
6.28814,1.32103,0.501145,0.0001
3.37971,-2.36042,1.55825,0.0001
-5.17595,-17.97,2.96722,0.0001
-10.4492,-4.259,2.9414,0.0001
1.57407,-18.5064,1.45905,0.0001
4.38361,-18.088,0.0930097,0.0001
-9.4911,-12.418,0.617133,0.0001
3.58333,-15.5574,0.186703,0.0001
5.69517,-10.747,-1.80065,0.0001
-0.81307,-16.0166,-2.64604,0.0001
6.27201,-12.9619,-0.815642,0.0001
-5.71836,-3.51083,2.95088,0.0001
-1.4855,-10.6678,-1.24905,0.0001
9.74819,-16.6146,1.73761,0.0001
8.26456,-11.6873,-2.59429,0.0001
-12.1555,5.05516,2.39883,0.0001
5.4625,-11.0623,0.924277,0.0001
-4.4962,-8.96874,0.424795,0.0001
9.74693,-6.62712,2.81391,0.0001
-10.9114,4.16269,2.11355,0.0001
-7.10218,-4.20663,-1.53446,0.0001
9.33623,-18.8419,-1.338,0.0001
9.17824,-17.5499,1.4328,0.0001
-10.4146,-12.2694,-0.46532,0.0001
-7.46404,7.21909,0.392207,0.0001
2.97674,-8.14326,-0.396438,0.0001
-13.4627,4.58258,2.61202,0.0001
2.76451,0.285079,0.709437,0.0001
-10.9367,5.62008,-2.91387,0.0001
9.56339,-18.9261,-2.47422,0.0001
-2.62006,-19.0612,2.71182,0.0001
0.606867,1.21992,-2.19902,0.0001
0.685143,-1.66107,1.36183,0.0001
10.9124,-1.59522,-1.16895,0.0001
-11.9662,-13.8089,3.10543,0.0001
8.86663,-15.256,2.30344,0.0001
-7.95861,-19.6243,2.84705,0.0001
-12.5324,5.14976,2.05195,0.0001
-4.14847,5.05726,2.67078,0.0001
-7.55421,-0.909751,-1.57117,0.0001
1.33186,-9.83909,1.95196,0.0001
7.28073,-11.3015,-2.87126,0.0001
0.829191,1.9583,-0.712402,0.0001
-4.6988,-15.6429,2.35523,0.0001
9.10869,-9.26151,1.55451,0.0001
10.5454,0.639225,-0.842949,0.0001
2.69704,-18.2403,-1.71838,0.0001
6.86833,-1.17554,-1.37238,0.0001
-5.7991,-12.9864,2.91652,0.0001
-9.16814,5.70683,-2.91653,0.0001
-9.53102,4.2179,-3.09682,0.0001
6.11864,-17.0297,1.72772,0.0001
9.81603,-15.9405,1.6413,0.0001
6.24194,-18.0963,0.502945,0.0001
7.36401,6.42783,1.46954,0.0001
-9.60712,0.951209,2.64024,0.0001
7.46382,-15.1951,-1.12053,0.0001
7.1679,-17.1045,1.64033,0.0001
9.73119,-19.548,-2.49495,0.0001
-1.90807,-4.9822,1.71049,0.0001
4.88899,-15.2568,-0.875247,0.0001
10.3429,-2.75559,-2.0933,0.0001
6.53351,-3.98752,0.46926,0.0001
-4.84547,-7.37747,1.2919,0.0001
-4.64681,3.57491,0.733322,0.0001
-3.15925,-12.2906,2.01704,0.0001
-3.29552,6.25536,-2.18424,0.0001
7.90071,-2.88668,2.4631,0.0001
3.91154,0.202219,2.7498,0.0001
-4.67733,4.74157,1.94017,0.0001
9.91221,-16.5459,-0.50066,0.0001
-13.7558,-13.8584,1.78628,0.0001
3.99647,-17.6912,1.50174,0.0001
-2.46488,-16.3508,-0.511093,0.0001
-9.6899,-17.7522,-1.50801,0.0001
3.90577,-13.1661,1.25053,0.0001
-8.03479,-1.7563,2.51088,0.0001
1.77891,1.146,2.64005,0.0001
-0.748855,-18.6145,1.08362,0.0001
1.31128,-10.7102,-2.67174,0.0001
9.0879,-8.5184,-1.78789,0.0001
2.32949,-15.0275,1.04078,0.0001
7.7128,-0.715252,-2.18135,0.0001
-4.22388,-15.0825,2.9777,0.0001
-1.09807,-5.32599,1.72018,0.0001
2.89689,-12.7277,2.77302,0.0001
2.51386,-10.8052,-0.853639,0.0001
-0.757532,6.13898,0.602862,0.0001
-1.90052,-5.49964,0.650572,0.0001
-4.7231,-8.94192,-1.90362,0.0001
0.155657,1.72045,-1.1091,0.0001
-11.2633,0.490883,-1.77932,0.0001
7.28557,1.52498,1.99391,0.0001
9.85727,-16.0067,0.842277,0.0001
-6.41743,7.02798,3.14092,0.0001
3.65796,-7.68953,-1.9762,0.0001
-4.1182,-2.2961,1.22304,0.0001
-9.6012,-17.18,3.06232,0.0001
-7.17814,3.05046,-0.714044,0.0001
3.61992,-16.5847,0.873145,0.0001
-11.9939,6.18066,0.630546,0.0001
2.09788,3.06364,0.988165,0.0001
-1.11055,-10.2754,2.40958,0.0001
1.18274,1.24071,-1.527,0.0001
6.54937,-8.33046,0.887037,0.0001
5.61896,-10.8821,0.78538,0.0001
1.34042,-6.60748,-2.7922,0.0001
-9.74097,1.56042,0.43531,0.0001
-0.0279982,-7.07054,-0.0917484,0.0001
2.26782,2.06174,-2.79778,0.0001
9.52312,0.0271625,-0.242183,0.0001
-10.4153,-4.14084,0.0224754,0.0001
5.36635,-1.55504,-0.382058,0.0001
-7.08192,6.57804,1.93581,0.0001
7.6141,-18.4497,3.00082,0.0001
-13.0873,0.512085,-2.46384,0.0001
-0.785697,-8.20492,-2.40625,0.0001
2.52327,-11.2044,1.34512,0.0001
3.07711,-5.52976,2.11759,0.0001
-7.17231,-4.57024,0.0714519,0.0001
5.68076,3.62796,0.025447,0.0001
-8.27747,4.26286,-0.0333561,0.0001
-3.74136,-6.67886,-2.33242,0.0001
-8.25659,3.20739,1.32442,0.0001
2.33362,3.06479,-0.654289,0.0001
-3.56324,-8.87414,-1.54893,0.0001
-3.08443,-16.8577,-2.73525,0.0001
-8.25887,-14.3173,2.24643,0.0001
-3.91127,5.48914,0.965535,0.0001
-6.73945,-16.3476,-2.1855,0.0001
6.50744,-4.97043,1.00956,0.0001
-1.08415,-1.26374,-1.48714,0.0001
-6.38772,-12.3786,0.647707,0.0001
0.791857,-7.39516,0.539418,0.0001
-2.40539,5.18518,2.02236,0.0001
9.9536,-4.24763,3.03881,0.0001
6.38487,0.170535,2.89033,0.0001
-2.53766,1.36482,-1.45137,0.0001
-5.79057,-2.72845,-1.04597,0.0001
-10.9494,-2.10857,-1.63185,0.0001
-1.75725,-2.28355,-2.07057,0.0001
-7.30784,-1.80454,1.75243,0.0001
-7.54822,3.36591,-1.80316,0.0001
-2.23045,-8.41022,2.04411,0.0001
-1.31828,-3.74433,-0.714566,0.0001
-12.1473,0.714922,-2.36906,0.0001
9.91171,-13.3667,-1.59213,0.0001
6.63179,-1.39977,2.07832,0.0001
9.14415,0.433614,2.77241,0.0001
-2.10872,-0.902079,-3.11045,0.0001
7.04242,-13.1106,-0.922951,0.0001
1.63308,-11.7444,-1.90133,0.0001
-1.6264,-9.79242,0.749563,0.0001
3.54836,-13.3759,-1.96059,0.0001
3.03134,-10.9936,1.23174,0.0001
9.5476,-10.2525,2.11236,0.0001
-3.34481,6.65538,-2.99451,0.0001
-2.47895,-10.7653,2.51872,0.0001
7.35053,-5.62717,-2.26629,0.0001
-0.923581,0.961269,2.66844,0.0001
-3.96935,-1.58875,-2.95248,0.0001
3.98324,-19.2063,-1.65149,0.0001
-7.89405,-15.0305,1.0059,0.0001
8.20482,-1.26051,2.99793,0.0001
-5.57766,-12.2229,2.52686,0.0001
-3.52469,-3.79948,3.03495,0.0001
6.2377,-16.8449,0.437493,0.0001
7.30615,-13.476,1.02675,0.0001
0.657072,4.11158,-2.61235,0.0001
6.37206,-4.62108,-2.48526,0.0001
11.6648,-9.11471,0.744514,0.0001
-8.45403,-12.9754,1.01248,0.0001
-5.93589,5.53308,2.63967,0.0001
0.294524,-2.75973,0.809432,0.0001
8.70095,-5.00218,-1.86205,0.0001
-1.01598,-1.05442,-0.758999,0.0001
4.54298,-8.15937,-0.865698,0.0001
-3.49804,-19.3,0.641535,0.0001
-12.1921,6.79488,-1.75448,0.0001
11.496,-10.7466,0.276779,0.0001
6.23789,-4.31841,-2.45175,0.0001
-9.75242,-13.9848,-0.29546,0.0001
5.59559,-16.4389,-1.19779,0.0001
8.37878,1.82321,-0.762395,0.0001
0.643691,-12.7287,-0.189008,0.0001
-8.7702,-14.4541,-2.63433,0.0001
-7.1422,-2.79607,2.02085,0.0001
-8.28546,0.909028,-0.239103,0.0001
-4.16207,-19.0452,-1.39352,0.0001
5.56441,6.21489,0.627726,0.0001
-0.667346,-12.1911,-2.05619,0.0001
10.5158,-1.98661,-0.0848476,0.0001
1.95931,5.66434,0.00951357,0.0001
-3.43376,-8.84404,0.269718,0.0001
-1.96545,5.74956,-1.62086,0.0001
1.98945,-6.61827,2.12451,0.0001
-5.01289,-16.2319,2.98588,0.0001
2.73998,0.827824,0.919201,0.0001
-6.42913,-5.60729,-0.0491193,0.0001
11.6122,-10.2915,-1.77262,0.0001
-1.81199,1.6204,-2.08615,0.0001
8.77516,-13.2315,-2.46286,0.0001
1.13012,-15.4568,-1.35889,0.0001
4.06563,-2.13454,-2.47329,0.0001
-4.57411,-18.6625,2.03819,0.0001
11.4276,0.926928,0.769756,0.0001
-2.8275,-0.66182,0.212228,0.0001
10.6419,-2.10532,1.37413,0.0001
2.75991,4.81305,-2.95635,0.0001
1.29923,0.371266,1.4115,0.0001
11.5625,-7.79595,-0.0452099,0.0001
-3.85535,3.54167,-2.53925,0.0001
8.05545,-18.3436,-3.0324,0.0001
0.956809,-3.48941,-0.582097,0.0001
9.95053,-0.158657,-2.16406,0.0001
5.13671,-15.4394,1.3552,0.0001
-1.76193,0.710374,-2.72593,0.0001
-8.1411,3.6386,1.09471,0.0001
2.49331,-14.4951,2.66708,0.0001
8.27989,-18.7324,-1.67691,0.0001
0.790828,-16.2838,2.39554,0.0001
6.4985,-14.1669,-1.29172,0.0001
2.98535,-2.23868,1.79221,0.0001
-3.67001,2.0251,-0.26215,0.0001
-3.336,-15.8756,-3.06328,0.0001
-11.957,-2.67128,0.552597,0.0001
-1.61068,-8.84612,0.509687,0.0001
-4.6398,-1.71292,-0.370142,0.0001
1.01387,-1.58433,2.98997,0.0001
9.34442,0.683952,-1.94906,0.0001
-3.23485,-15.8978,1.20146,0.0001
-10.7059,0.133514,2.75077,0.0001
9.00784,-16.3736,-0.934918,0.0001
-13.1479,5.8711,1.46973,0.0001
1.76721,3.87504,-0.491583,0.0001
1.34412,-5.46954,2.49643,0.0001
11.5487,0.899371,2.97668,0.0001
-4.13367,-2.25002,1.24743,0.0001
-11.9037,-5.29513,2.89369,0.0001
6.83607,-9.54645,2.75092,0.0001
9.80968,-6.9799,-2.17934,0.0001
8.2863,-13.4039,1.98885,0.0001
5.28918,-4.82652,-1.02043,0.0001
1.18479,-5.12101,-2.82384,0.0001
2.47134,-12.8042,-0.882503,0.0001
-5.60486,3.02322,2.11407,0.0001
-9.5045,-3.39272,-0.897195,0.0001
-10.462,-2.71743,-0.0532413,0.0001
8.04986,-17.2665,2.32577,0.0001
1.06262,-13.9574,-2.20104,0.0001
-7.76756,3.12412,-0.479512,0.0001
-7.22357,-1.67211,-2.78525,0.0001
10.4559,-14.828,1.37545,0.0001
-13.557,-1.73032,1.51822,0.0001
10.7982,-14.3574,-2.39792,0.0001
-0.657926,-19.1158,-0.101036,0.0001
-9.76901,-16.2018,-0.186561,0.0001
3.38401,-4.88375,2.69745,0.0001
-1.14875,6.6053,2.20619,0.0001
-5.70911,6.85118,-2.22725,0.0001
-3.33991,-9.18697,0.282993,0.0001
6.93546,3.1591,-0.911898,0.0001
-3.61395,-8.61565,1.0794,0.0001
3.8453,-3.40546,-1.295,0.0001
-5.46314,-8.72235,0.0500594,0.0001
0.72534,-13.4527,-1.84595,0.0001
-0.273635,0.684417,-1.12985,0.0001
-0.220421,5.91606,-0.244185,0.0001
-0.911855,3.63517,-1.09416,0.0001
-0.194642,-3.0788,-1.10626,0.0001
-7.62564,-5.66228,-2.38016,0.0001
-3.3458,-0.825546,-1.68508,0.0001
3.15481,-1.94783,-0.458152,0.0001
-8.1036,-14.8887,1.72662,0.0001
2.73135,0.0542766,-1.46843,0.0001
5.18677,-19.2041,-1.29278,0.0001
9.55548,1.02248,-1.06167,0.0001
5.22156,5.76119,-2.89477,0.0001
-8.42417,-2.71838,1.24195,0.0001
-6.86564,-12.5104,2.763,0.0001
-5.20476,-13.7501,1.66328,0.0001
2.3207,-8.84828,2.48858,0.0001
11.4693,1.59292,0.368093,0.0001
-5.91752,6.63912,-1.64866,0.0001
4.81413,-17.4916,1.10679,0.0001
-2.58603,-0.584872,-1.80318,0.0001
-2.70648,1.23278,-2.39952,0.0001
-6.95232,-1.07759,0.527161,0.0001
1.51249,-16.997,1.27179,0.0001
-2.63269,-9.83862,-0.252811,0.0001
-3.73534,4.32252,2.91587,0.0001
-5.28821,-18.124,-0.202316,0.0001
-10.5493,-3.32252,1.75266,0.0001
7.31106,-3.30434,-2.22549,0.0001
-8.49328,-0.556785,-0.0753835,0.0001
-1.25156,-2.39469,1.80857,0.0001
-0.648628,-16.6926,-1.77033,0.0001
-12.6145,1.16707,-2.19795,0.0001
-5.84711,5.97779,-1.12529,0.0001
-5.5395,-6.88287,2.45952,0.0001
-7.70175,-15.6,-0.625451,0.0001
-4.24004,4.08973,-1.73935,0.0001
-8.76767,-19.3214,2.55098,0.0001
8.05972,-4.82192,1.98239,0.0001
-1.165,-3.57303,2.05097,0.0001
-0.650903,-19.2701,-2.6233,0.0001
6.93721,-9.44965,0.0395871,0.0001
0.214075,4.30964,2.8164,0.0001
-12.7009,0.887126,2.77944,0.0001
-10.7001,6.14463,0.927921,0.0001
1.44451,1.66904,-0.215379,0.0001
-0.605143,-10.7225,-1.74944,0.0001
-7.55398,-13.6373,-1.21341,0.0001
-1.78357,-15.8167,-0.28395,0.0001
-0.298722,4.87673,2.2122,0.0001
5.5835,-12.216,0.427072,0.0001
-9.59857,-16.3394,-2.27301,0.0001
-5.4861,-6.74032,-2.09428,0.0001
-9.97717,-16.1121,2.02777,0.0001
1.58615,-16.1645,0.607875,0.0001
-4.08726,-14.2403,-1.18053,0.0001
1.97202,-7.74045,-2.125,0.0001
-5.81199,-19.3701,1.00606,0.0001
8.78311,-10.4234,2.37643,0.0001
2.99753,-11.3631,-0.8391,0.0001
-2.76918,-8.754,-2.76065,0.0001
-5.59225,-19.4228,2.48674,0.0001
3.56809,3.78698,-0.331531,0.0001
-0.566659,-13.0483,3.13447,0.0001
10.4386,-9.1064,0.395774,0.0001
7.35553,-7.23914,-2.26225,0.0001
-6.1107,-2.86615,0.183793,0.0001
-5.51037,5.20143,-0.583242,0.0001
-5.78501,1.14147,-0.472505,0.0001
2.31181,0.0191475,-1.45226,0.0001
-6.26168,-12.1654,2.62947,0.0001
5.44472,-13.6548,0.211661,0.0001
-8.1647,1.04219,1.04703,0.0001
-4.11695,-14.0573,-2.34282,0.0001
2.69017,-12.3954,-2.35217,0.0001
5.30285,-5.58703,-0.716423,0.0001
1.89401,-4.98117,1.94456,0.0001
1.94689,4.33211,-2.69325,0.0001
3.10188,5.97471,-1.66675,0.0001
4.52814,-3.90053,1.42841,0.0001
9.41854,-2.17538,-0.239922,0.0001
0.207825,-15.2573,-2.899,0.0001
-0.378246,-14.7325,0.61364,0.0001
-9.07738,0.569596,-2.72298,0.0001
-1.54297,-12.4341,-0.865928,0.0001
3.19366,-2.60625,0.984082,0.0001
-0.959315,-12.6937,2.44046,0.0001
-10.1047,0.502103,3.08409,0.0001
-2.32303,-10.7474,1.16162,0.0001
11.7116,-15.641,1.45965,0.0001
-6.95817,0.449752,-2.7942,0.0001
-5.21685,1.39182,2.57488,0.0001
7.51067,-2.13866,-0.973773,0.0001
-4.13845,-15.0488,1.6315,0.0001
8.10243,5.46221,3.12783,0.0001
-10.2509,4.98273,-3.11491,0.0001
-4.02052,-12.3526,-2.06351,0.0001
-1.40628,0.895051,1.36419,0.0001
-10.2946,-16.2674,1.97339,0.0001
6.56822,5.02117,2.80898,0.0001
-4.45089,6.90818,-1.58011,0.0001
-8.32824,-3.96682,-1.90584,0.0001
-9.4862,-18.8336,2.69027,0.0001
9.29903,-8.13241,-2.4257,0.0001
10.8734,-3.19312,-0.563378,0.0001
-4.72492,-2.41484,0.701338,0.0001
-9.42286,-13.8761,0.990948,0.0001
2.48287,-18.809,2.15565,0.0001
4.98095,-8.82634,2.91055,0.0001
-1.8042,-2.31108,-0.366781,0.0001
-7.85788,-17.6893,-1.37443,0.0001
-6.10149,-13.5182,2.69948,0.0001
-2.36224,0.130366,-0.787858,0.0001
8.0658,-6.61752,0.164499,0.0001
-7.97746,-1.10959,2.40468,0.0001
10.3128,-7.14168,0.896175,0.0001
-9.58305,-5.46607,-1.12345,0.0001
-4.94047,-11.9337,1.84981,0.0001
-5.79029,1.91774,-2.26732,0.0001
-6.8936,4.39072,1.86881,0.0001
-5.07241,6.63963,1.63796,0.0001
2.50592,0.396172,-1.99107,0.0001
5.69399,-8.84289,-2.72332,0.0001
-12.3307,-1.25397,1.4053,0.0001
3.8979,-5.29797,-3.08018,0.0001
2.24556,-1.7643,-2.90024,0.0001
5.41869,4.63466,0.907225,0.0001
6.71335,-8.46769,-2.39938,0.0001
3.02118,-11.5388,-1.20172,0.0001
6.52987,4.76922,0.802233,0.0001
6.44011,-6.805,1.11364,0.0001
-0.96862,-19.0359,-2.77184,0.0001
-13.2027,5.8145,3.13681,0.0001
3.76188,6.82885,2.83531,0.0001
0.879431,-2.52313,0.79217,0.0001
4.03261,-4.03105,-2.19245,0.0001
3.21469,-14.9154,0.40457,0.0001
2.27416,-12.355,0.753793,0.0001
9.48892,-4.96938,-1.33845,0.0001
4.60561,1.06672,-0.877206,0.0001
-0.137398,-3.72623,3.05729,0.0001
9.24084,1.42753,-0.877526,0.0001
-9.00565,-13.513,-2.81711,0.0001
3.23374,4.74736,-0.753527,0.0001
11.5858,-13.8591,-0.34339,0.0001
4.45906,-4.80106,-0.434944,0.0001
-0.0768057,-10.4534,-2.37609,0.0001
-5.91783,-17.8916,-0.24446,0.0001
-4.12041,-2.01422,1.95042,0.0001
6.60995,4.76547,1.45561,0.0001
2.99471,-11.5265,-1.01259,0.0001
-10.2787,6.44633,2.93311,0.0001
-6.44022,-4.00257,1.54214,0.0001
4.42503,1.30419,0.506256,0.0001
-7.07562,-0.813397,-2.05628,0.0001
-4.4236,5.74553,-2.92347,0.0001
1.80113,6.06271,3.02266,0.0001
5.66748,-14.1511,3.07909,0.0001
-6.68405,-2.54799,-1.63384,0.0001
1.50973,-17.4558,-1.10339,0.0001
-9.1379,-18.4848,1.8355,0.0001
-5.73027,1.86708,2.25799,0.0001
-2.04489,-2.48825,-0.753576,0.0001
-9.11986,3.49885,0.140658,0.0001
9.77397,-4.22657,2.17974,0.0001
0.582647,3.31292,-1.7075,0.0001
-6.36552,5.04722,2.88949,0.0001
-6.57913,-5.13074,-2.76249,0.0001
4.14906,-3.90613,2.06741,0.0001
-9.11476,-5.45744,-2.52264,0.0001
-6.38991,-15.2544,-0.197546,0.0001
8.60589,-3.41617,1.54165,0.0001
8.69796,2.57157,-1.17955,0.0001
-7.19794,-12.7226,-1.59561,0.0001
8.22513,1.04611,0.000820885,0.0001
7.03459,-11.4847,2.45211,0.0001
3.14969,-3.73739,1.296,0.0001
-7.21078,5.33809,0.97519,0.0001
-3.80491,-7.51924,2.58357,0.0001
-12.8599,1.15875,0.318436,0.0001
-4.49922,-8.965,-2.38899,0.0001
1.02904,2.76859,2.8947,0.0001
3.5271,1.12865,2.91746,0.0001
7.69328,-8.63601,0.978509,0.0001
1.68022,0.894664,-3.04699,0.0001
9.80097,-5.16881,-1.77645,0.0001
-7.99081,1.35252,2.14015,0.0001
1.31065,-16.6606,-1.31667,0.0001
11.6491,-12.3064,-2.1464,0.0001
5.40506,-16.4558,-2.03204,0.0001
-1.1839,-14.7284,-0.98514,0.0001
4.6489,-16.7141,-0.0739484,0.0001
6.28123,-1.08763,-1.59665,0.0001
5.72668,6.6259,1.86082,0.0001
6.12716,-1.22332,1.42719,0.0001
5.91437,-3.78069,-0.176742,0.0001
-6.56165,-19.2524,1.70097,0.0001
-7.322,-0.994196,2.7692,0.0001
8.23269,-0.557606,0.113032,0.0001
-8.25003,-2.0821,0.453169,0.0001
8.58205,-14.1789,-2.57333,0.0001
-1.84883,-16.4345,-0.554527,0.0001
10.2664,-12.9418,0.147925,0.0001
4.76271,4.37273,-0.513734,0.0001
-1.15124,5.78012,-2.00824,0.0001
-7.20792,-18.846,1.73395,0.0001
-0.204419,-8.89674,-0.793364,0.0001
-0.0206851,-5.71137,-1.21467,0.0001
7.0657,-12.6064,1.40074,0.0001
-13.122,6.21012,2.69845,0.0001
3.30946,1.86155,2.0942,0.0001
8.15937,-10.2805,2.96357,0.0001
1.16326,-15.7461,2.51463,0.0001
6.92992,-12.2242,0.18334,0.0001
2.88987,-3.98511,1.38946,0.0001
0.36672,-0.760827,2.81371,0.0001
-7.68558,6.85484,-0.519264,0.0001
-2.93125,4.09639,1.4344,0.0001
11.55,-15.2074,-0.943154,0.0001
-2.41136,-10.7003,1.71536,0.0001
1.43644,-13.5642,1.7078,0.0001
11.7075,-10.1563,2.59961,0.0001
7.66234,-7.31742,1.75925,0.0001
9.44812,-8.27199,-0.163864,0.0001
