x,y,yaw,w
-1.57677,0.624888,-2.63927,0.0001
-11.2086,-4.71584,0.105073,0.0001
7.45672,-7.55456,-1.47804,0.0001
4.6718,-8.06516,1.84173,0.0001
6.23098,-10.1064,1.4164,0.0001
5.99777,-3.38025,-0.125689,0.0001
1.6383,-5.98182,-2.09366,0.0001
2.56782,0.279529,2.58022,0.0001
9.60736,-5.94081,1.71496,0.0001
-3.90081,-7.04763,-1.5374,0.0001
10.0463,-9.84362,1.29997,0.0001
-3.6604,-4.22972,-3.1214,0.0001
-0.0142095,1.52778,-2.37278,0.0001
-5.76636,-8.46786,0.951313,0.0001
-8.88694,-4.17537,-0.294133,0.0001
8.32864,-9.30876,3.02172,0.0001
-9.55552,-3.05155,-2.14867,0.0001
8.51532,-4.33919,-0.3904,0.0001
7.2272,0.883789,-0.979038,0.0001
-1.03818,-5.7,-2.73547,0.0001
10.104,-6.10375,-0.675468,0.0001
-9.86071,-9.25063,1.17878,0.0001
6.81569,-2.25712,1.09186,0.0001
-2.68847,-6.89431,-2.51851,0.0001
7.19725,-0.347482,-1.15258,0.0001
-7.37849,-1.94199,1.18183,0.0001
-11.3811,-8.44631,2.06869,0.0001
4.91509,1.56677,-1.1239,0.0001
4.84214,0.737707,1.90175,0.0001
0.367707,-6.33095,-2.04484,0.0001
10.1744,-9.11186,1.51707,0.0001
-8.37443,-4.48885,-0.890721,0.0001
-4.83,-1.48342,-0.278553,0.0001
2.08678,-6.52417,0.645848,0.0001
-13.4515,1.02982,2.15149,0.0001
-3.56478,-2.92249,-1.49284,0.0001
9.40009,-8.77746,-3.12535,0.0001
3.95946,-3.52458,1.08598,0.0001
-13.2772,-2.77316,2.10235,0.0001
-12.8738,-4.32186,1.92366,0.0001
0.746407,-4.63013,2.57539,0.0001
-3.96287,-5.51676,-2.03457,0.0001
-2.57816,-0.196571,-0.0485011,0.0001
9.64207,-3.72278,-1.56172,0.0001
5.97719,-6.53211,2.58959,0.0001
5.426,-10.2928,-0.277904,0.0001
6.18529,-0.43651,-0.85072,0.0001
11.3795,-6.51613,-0.0487506,0.0001
-8.10354,-2.26301,2.10492,0.0001
8.18155,0.879545,1.10819,0.0001
3.64893,-3.14532,1.71926,0.0001
-5.51521,-7.53503,-2.43587,0.0001
3.33787,-2.69978,-2.0804,0.0001
6.34187,-2.38359,-3.10748,0.0001
9.59757,-10.3053,2.80312,0.0001
0.490654,1.02805,-2.66812,0.0001
5.58603,-5.85081,1.68734,0.0001
7.98959,0.159321,1.84907,0.0001
6.6366,0.460329,-0.91022,0.0001
-7.53626,1.47731,2.63312,0.0001
7.41862,-6.57835,-0.401952,0.0001
3.52128,-0.158466,-2.64655,0.0001
7.70132,-0.891046,0.158647,0.0001
1.97746,-6.73328,1.39694,0.0001
-7.51112,-1.27669,-2.16361,0.0001
-7.63526,-6.30792,-2.09482,0.0001
-10.5101,-7.1003,1.22495,0.0001
-5.12397,-3.0785,3.05972,0.0001
8.35904,-7.42878,-3.0813,0.0001
-0.508199,-5.05233,-0.738531,0.0001
4.79488,-7.23763,-1.38978,0.0001
9.33998,-8.76784,2.56655,0.0001
-9.69593,0.00659826,-0.907457,0.0001
2.04306,-7.65709,-0.748032,0.0001
-9.13741,-9.38434,0.803009,0.0001
7.87772,-5.83288,-2.46126,0.0001
-3.42508,0.208154,-3.12483,0.0001
-10.7601,-4.91633,2.31501,0.0001
-10.9004,-8.54308,-2.23579,0.0001
-3.18887,1.24909,2.57174,0.0001
2.88057,-1.99109,0.245971,0.0001
-13.2353,-1.46569,1.22234,0.0001
-7.46587,-2.02614,1.94884,0.0001
8.691,-3.90585,-0.0152014,0.0001
-0.0156075,-10.3822,-3.01716,0.0001
-11.5973,1.28944,1.89251,0.0001
4.83113,-10.148,2.13901,0.0001
-12.3437,-1.50138,2.28142,0.0001
-5.45343,0.524096,-2.66956,0.0001
-10.255,-7.75289,-1.90343,0.0001
-6.98873,-1.47543,-0.209953,0.0001
-3.24088,0.74918,-0.347416,0.0001
-1.56651,-8.07837,1.42462,0.0001
9.76641,-9.10231,1.20219,0.0001
-0.995263,-3.77401,-2.85983,0.0001
0.245212,0.41592,-2.46574,0.0001
9.64916,-9.63987,-2.96295,0.0001
-1.49218,-3.89122,0.932979,0.0001
3.60182,-1.4325,-2.26558,0.0001
8.20124,-7.77562,-2.70389,0.0001
10.1964,-8.72568,-2.30867,0.0001
-0.607749,-6.38442,-1.62106,0.0001
5.92842,-0.22061,0.91565,0.0001
3.46895,-0.521089,-0.609155,0.0001
8.03872,-5.71626,0.232811,0.0001
-0.36548,-3.25631,-2.74329,0.0001
6.97144,-1.90017,-0.631967,0.0001
8.03891,-2.15155,1.83159,0.0001
-8.03405,-6.97017,1.45366,0.0001
-4.47841,2.68482,0.598605,0.0001
-1.30861,-6.91891,1.10872,0.0001
3.2563,-0.544694,-1.58026,0.0001
6.87106,-9.45618,2.14425,0.0001
11.119,-7.03658,-1.5503,0.0001
-8.04964,-8.36238,3.05816,0.0001
-2.5899,-5.38924,0.408414,0.0001
9.0175,-8.34369,-0.144936,0.0001
-6.31263,-3.20982,-2.70668,0.0001
-0.0596979,-6.29918,2.70439,0.0001
-4.38566,-3.00569,-1.9663,0.0001
10.3708,-3.8904,-1.82263,0.0001
-2.12551,-9.62805,1.49055,0.0001
10.3607,-4.82941,-1.23391,0.0001
1.3206,-1.39127,-3.0287,0.0001
5.87751,-8.00886,2.33306,0.0001
9.78488,-8.07938,2.43973,0.0001
2.81958,-8.19804,2.79012,0.0001
8.0854,-7.50102,0.41251,0.0001
-8.02183,-4.83912,1.03986,0.0001
-9.65295,-0.984236,-2.29434,0.0001
-12.7883,-7.04371,2.34301,0.0001
10.9723,-2.86622,-0.430033,0.0001
-1.13667,-3.3239,-0.0524457,0.0001
-12.944,-9.20287,1.14375,0.0001
1.7087,-7.29712,1.02036,0.0001
-10.3392,-0.734977,-2.70858,0.0001
7.33107,-2.95135,-1.66654,0.0001
10.5877,-10.5973,-1.84356,0.0001
6.37632,-3.18632,1.89726,0.0001
-8.61147,-7.05845,2.26652,0.0001
-7.16165,2.54374,0.945988,0.0001
3.48318,-5.75236,-2.03926,0.0001
-5.56402,-8.60445,-0.670236,0.0001
-4.8618,-2.78686,2.84046,0.0001
9.9479,-2.58892,2.61943,0.0001
-10.1526,-1.66027,1.9838,0.0001
-8.43252,-6.32423,1.65162,0.0001
-7.32443,2.52909,1.3562,0.0001
2.36638,-1.23031,-0.433605,0.0001
-9.82723,-5.48888,2.83974,0.0001
1.05868,-1.17652,0.191755,0.0001
-2.59928,-7.36696,-0.695208,0.0001
-1.6684,-5.85868,-1.83289,0.0001
-12.8375,-3.12127,-2.68034,0.0001
3.4657,0.0237362,-0.467383,0.0001
-11.1346,0.968984,2.39094,0.0001
9.9725,-6.58918,2.6566,0.0001
-9.93796,-9.21521,3.10134,0.0001
9.6694,-8.63728,-2.05397,0.0001
-10.4624,-7.67157,1.0514,0.0001
10.6064,-4.68226,-1.64421,0.0001
0.162158,-3.83939,1.80511,0.0001
-2.1845,-8.45271,-1.06687,0.0001
3.93069,-4.37803,1.66693,0.0001
-1.0855,-1.68545,3.00319,0.0001
0.0393769,-6.50248,0.887535,0.0001
11.1006,-3.1954,2.83568,0.0001
-3.94923,0.125405,2.51743,0.0001
5.00687,-3.70612,3.05833,0.0001
7.19562,-9.23859,-0.168421,0.0001
2.86861,-4.65175,0.730195,0.0001
-1.76798,-1.00862,-2.47944,0.0001
0.947855,-4.47961,-1.81112,0.0001
-6.20361,-9.85068,-0.745973,0.0001
-9.53215,-1.32069,0.280686,0.0001
-13.0427,-5.98543,2.0043,0.0001
3.27837,1.58624,1.84145,0.0001
5.53355,0.928804,1.93581,0.0001
10.3764,-6.24951,1.37437,0.0001
-6.89492,-4.57572,-0.689233,0.0001
3.59272,0.872984,-2.4724,0.0001
-1.42919,-7.73267,1.27816,0.0001
-8.11939,-8.54632,0.537328,0.0001
-7.80526,2.30469,-1.27303,0.0001
-6.67955,2.21491,-2.27619,0.0001
5.57413,2.02523,0.546494,0.0001
5.99614,1.48918,2.10018,0.0001
7.76534,2.23938,2.06752,0.0001
-4.92569,-3.2154,-0.306432,0.0001
-5.19434,-8.56408,0.0878534,0.0001
5.7157,-3.51199,-1.25671,0.0001
1.11617,-9.87334,0.440745,0.0001
4.57951,0.262561,-2.74405,0.0001
-9.81824,-7.15004,-1.08348,0.0001
-13.0575,-5.60317,-0.352592,0.0001
-0.570823,-7.53074,-1.04684,0.0001
-0.890611,-10.1576,0.811153,0.0001
8.14518,-5.52882,1.88853,0.0001
2.09436,-9.00771,-0.88523,0.0001
-9.80431,-0.729351,-2.6534,0.0001
0.680299,1.79967,2.59427,0.0001
-10.4774,-10.5516,-0.949047,0.0001
7.67228,-9.00693,0.860995,0.0001
-13.3384,-0.815623,-1.75132,0.0001
-3.09539,-4.31741,-2.27985,0.0001
-7.96576,-10.4588,-0.727919,0.0001
-0.178473,-10.5342,-1.77659,0.0001
10.3073,-7.25628,1.25777,0.0001
-0.834375,-8.09985,-0.352467,0.0001
9.36489,-5.57252,1.50352,0.0001
-3.40136,-5.79879,-2.24185,0.0001
-2.69044,-1.47745,-1.88477,0.0001
-9.13069,-8.17446,-0.999804,0.0001
6.18833,-6.68022,2.40763,0.0001
8.93,-6.43138,-0.994812,0.0001
11.4921,-4.57736,1.48738,0.0001
3.37409,-1.71634,-1.57802,0.0001
6.43932,-2.87856,-1.37285,0.0001
-9.19067,-4.78994,1.68032,0.0001
-12.6366,-7.69737,-1.88493,0.0001
10.6686,-6.237,-1.90734,0.0001
-7.21673,-7.04131,1.93336,0.0001
1.25411,1.7428,-0.915811,0.0001
-4.97932,-3.88753,-0.944627,0.0001
-11.0457,1.42815,-1.86702,0.0001
9.54985,-3.41056,2.9794,0.0001
1.29646,-6.58242,2.09484,0.0001
4.9176,-9.19942,-2.74466,0.0001
-12.5558,-6.52972,2.96179,0.0001
-3.84246,1.3696,1.69801,0.0001
1.04666,-10.5566,1.20507,0.0001
4.46982,-5.98084,-0.333288,0.0001
-10.7595,-5.72436,-3.02146,0.0001
-0.9247,-3.33442,-1.24502,0.0001
10.0935,-7.10679,0.355103,0.0001
8.05271,-10.4625,-1.8604,0.0001
-1.94765,-7.95121,-0.274112,0.0001
6.84076,-3.62172,-1.19876,0.0001
-11.5884,-8.39003,1.65847,0.0001
5.5324,-8.18428,0.457126,0.0001
-2.40123,-0.760854,0.113759,0.0001
7.11277,2.42803,-2.70682,0.0001
10.1147,-3.50044,0.874098,0.0001
3.54644,-1.79169,2.74749,0.0001
4.07604,1.78718,1.74851,0.0001
-7.58166,-6.97084,1.57138,0.0001
9.87204,-10.0299,2.98543,0.0001
3.22848,-3.73059,2.91711,0.0001
7.04714,-2.12193,3.10845,0.0001
-1.98342,-0.0119532,2.44998,0.0001
6.02951,-9.97372,-2.33064,0.0001
-2.72914,1.91318,1.5173,0.0001
-6.63739,-5.89886,-1.69195,0.0001
-7.34524,-8.51263,-0.512487,0.0001
7.33553,-1.25214,3.0156,0.0001
1.80947,-5.35091,-2.52529,0.0001
3.02695,-4.08234,1.38549,0.0001
-11.1766,-8.3149,-2.99735,0.0001
3.20468,-7.43089,0.579362,0.0001
11.3892,-9.99594,-1.39929,0.0001
-7.1867,-2.15007,0.331468,0.0001
-4.60739,1.57611,0.23692,0.0001
4.65909,-3.55123,0.542245,0.0001
4.84959,0.545275,0.610056,0.0001
-9.34305,-8.7651,1.61825,0.0001
-6.9462,-9.34952,-2.11422,0.0001
-8.82999,1.1331,0.192437,0.0001
1.86244,-8.59859,0.917926,0.0001
3.08896,-0.0402223,-1.91564,0.0001
-2.9694,-5.47173,0.638078,0.0001
-6.05435,-4.47014,-1.64472,0.0001
-0.782667,-0.542323,-1.39138,0.0001
-11.6035,-6.48741,-0.503295,0.0001
7.58972,-3.9638,-2.57413,0.0001
4.36287,-6.14234,-1.86841,0.0001
-3.58116,1.0776,1.59742,0.0001
0.661094,-5.82964,-1.81019,0.0001
6.31725,-9.17571,-2.44722,0.0001
-2.13629,1.5574,1.98079,0.0001
-6.9089,-2.18776,3.07352,0.0001
11.3307,-7.14577,3.09209,0.0001
-11.1166,-8.18483,0.315288,0.0001
-5.76888,-3.53553,-1.27295,0.0001
-6.97512,-5.89573,-0.604724,0.0001
0.746559,-8.32501,-2.35126,0.0001
1.08822,-5.9861,2.77961,0.0001
2.98203,-1.27713,-0.581266,0.0001
-1.28602,2.33683,-2.98964,0.0001
2.50955,-4.70641,-1.23805,0.0001
-4.67469,0.585705,-2.68794,0.0001
-8.31327,-0.0789612,-2.29399,0.0001
6.12818,1.4586,-1.59044,0.0001
11.6623,-3.1355,-0.752642,0.0001
-10.6793,0.98812,-2.38517,0.0001
-13.2286,-1.45902,-0.919136,0.0001
1.89075,-1.77031,-2.67314,0.0001
5.25692,-6.76508,1.22305,0.0001
-2.58638,2.50024,1.92771,0.0001
-0.0564399,-10.7274,-2.02849,0.0001
1.21117,-0.215374,1.7762,0.0001
1.59251,-6.47397,0.721494,0.0001
0.898223,-8.13331,-1.61229,0.0001
-3.9546,-0.96906,-2.83446,0.0001
-11.7665,-7.08152,0.594696,0.0001
0.858409,-6.53109,-2.40074,0.0001
7.56958,-0.42536,-2.61329,0.0001
9.15735,-9.69308,-1.43907,0.0001
8.94997,-10.0161,0.0895358,0.0001
-11.127,-4.1311,-2.14825,0.0001
-9.36195,0.24765,2.65098,0.0001
-10.8586,-0.848665,-1.76447,0.0001
10.7409,-6.17287,-2.84707,0.0001
7.84893,-1.75294,0.788815,0.0001
-7.90793,-3.06972,0.980085,0.0001
2.24312,2.11044,-2.28657,0.0001
-1.78818,-8.47052,2.08591,0.0001
-11.3617,-6.33068,2.84955,0.0001
-3.89714,-3.35545,-1.70795,0.0001
9.42981,-3.77755,1.55059,0.0001
8.44322,-10.4256,-2.10727,0.0001
11.2161,-9.20774,2.42935,0.0001
-11.159,-5.79058,-1.4837,0.0001
1.50257,-10.1128,-1.44543,0.0001
-3.0072,-0.288568,2.42706,0.0001
2.06617,-7.45062,0.358336,0.0001
-3.05018,-6.12614,-1.54756,0.0001
-0.115956,-1.29579,2.45957,0.0001
8.67377,-2.38087,-1.63933,0.0001
7.63508,1.15686,-2.86801,0.0001
-11.8128,-9.75716,1.20388,0.0001
-2.64677,-8.33336,2.50169,0.0001
0.114783,-8.43167,0.039534,0.0001
7.33801,-8.93087,1.01828,0.0001
1.24659,0.0209445,-2.9977,0.0001
-10.4816,-5.98777,-1.25073,0.0001
-11.5568,-3.41984,-2.91977,0.0001
3.4789,-0.860346,0.333692,0.0001
-8.30991,-4.22509,-1.24207,0.0001
-6.41133,-6.5474,2.18037,0.0001
3.90348,-4.74714,-2.72488,0.0001
-2.0505,-8.57407,2.48458,0.0001
-2.39799,-4.59285,-0.0272516,0.0001
0.00475419,0.516257,1.82347,0.0001
-4.71435,-0.690012,-1.43959,0.0001
6.27775,-4.2167,1.6578,0.0001
-8.11425,1.96536,-1.07836,0.0001
-3.88241,-0.186918,0.756929,0.0001
10.5705,-3.14077,-1.73209,0.0001
2.15849,-4.66131,1.73329,0.0001
-10.6422,1.81795,-2.78377,0.0001
-7.27443,-6.60364,2.42621,0.0001
5.89876,-3.36283,1.24645,0.0001
-8.3822,0.303128,-2.49972,0.0001
-2.85015,-8.43458,1.31451,0.0001
1.32322,-8.61248,1.36424,0.0001
6.7414,-10.7311,2.40665,0.0001
8.07847,-7.937,-1.35546,0.0001
7.16622,-9.29,2.78657,0.0001
-11.7354,-8.47485,-0.358927,0.0001
-8.64013,-4.61415,2.83074,0.0001
-1.39092,2.19748,-2.18135,0.0001
0.693699,-7.614,-2.08116,0.0001
-13.4282,-7.93373,1.69742,0.0001
2.16823,-0.445719,0.938714,0.0001
10.9554,-7.57459,-0.854573,0.0001
-6.09468,1.85156,1.2789,0.0001
-0.995378,-6.27665,1.6407,0.0001
6.49803,-0.941657,2.56754,0.0001
6.34568,-6.22031,0.229854,0.0001
-12.5173,-4.89859,1.81151,0.0001
0.855529,-8.76108,-1.13391,0.0001
-11.1999,-1.81468,2.46096,0.0001
2.13022,0.466094,0.525347,0.0001
-9.47114,-9.79325,-1.31987,0.0001
-3.35538,-1.27989,-0.308842,0.0001
-10.4798,-6.7376,1.10319,0.0001
-5.34188,-1.6762,-2.84539,0.0001
8.70713,-6.16502,-0.269556,0.0001
-1.15474,-7.46547,-2.04162,0.0001
-5.77439,1.14972,-0.140988,0.0001
-8.08587,-3.6641,0.155515,0.0001
-0.656425,-9.64138,2.60302,0.0001
-2.6828,-8.29099,1.24249,0.0001
5.8036,-9.86234,-0.226378,0.0001
9.96401,-5.28936,0.540577,0.0001
6.17946,-10.3456,-0.0737155,0.0001
6.73878,1.35631,1.49114,0.0001
-9.30933,-1.48856,-1.49579,0.0001
1.82339,-6.98583,-0.506077,0.0001
6.16107,-0.129273,-1.33961,0.0001
-13.4666,-6.18318,1.0157,0.0001
-7.78034,-2.95704,1.64227,0.0001
10.7039,-6.97902,-0.286191,0.0001
-10.6554,-0.569674,3.04998,0.0001
-10.5036,2.74348,-1.44813,0.0001
-7.29414,-6.49156,-2.88571,0.0001
2.65175,-4.45892,1.62534,0.0001
-8.072,0.546992,-1.51663,0.0001
-10.2165,-2.81583,0.0783993,0.0001
3.90254,-0.437705,-0.700925,0.0001
-9.3886,-9.90082,-1.34783,0.0001
3.63173,-8.69289,-0.673312,0.0001
-0.458513,-0.951921,0.334377,0.0001
-12.2833,-5.03083,-1.73375,0.0001
10.587,-3.24959,-2.10847,0.0001
-2.436,-4.52164,-1.36331,0.0001
-8.89598,1.95082,0.437103,0.0001
9.71202,-7.39362,1.02277,0.0001
10.9137,-8.61028,0.00475197,0.0001
6.29998,0.160364,2.87,0.0001
-0.199248,-8.10433,1.80874,0.0001
-0.426637,-10.6644,-1.28514,0.0001
-12.1349,0.651303,2.70974,0.0001
6.42194,-7.52235,1.03139,0.0001
8.01903,-6.31465,1.59866,0.0001
7.2009,-2.71548,-0.834874,0.0001
5.59957,-4.67011,-1.35094,0.0001
4.6616,-0.890712,1.27257,0.0001
-7.45347,-0.15574,-0.662203,0.0001
5.72713,-1.72668,-1.97575,0.0001
8.68031,-3.58283,2.48933,0.0001
3.17128,-1.33537,1.85437,0.0001
2.94155,-1.51112,-2.86683,0.0001
-6.80555,1.82571,-1.04842,0.0001
-10.892,-1.71162,-2.99449,0.0001
-9.36667,-0.889273,-1.59911,0.0001
4.81135,1.08693,1.16837,0.0001
-12.3013,-0.0417984,-1.95433,0.0001
-4.27351,-6.37759,0.108212,0.0001
1.7225,0.545954,2.47289,0.0001
2.99993,-9.78977,1.33189,0.0001
10.2649,-9.191,0.843992,0.0001
-0.122928,-3.05176,1.51719,0.0001
-10.5271,-1.46139,-2.00261,0.0001
0.598259,0.296869,0.920667,0.0001
-10.401,-9.42554,-2.62754,0.0001
10.5819,-6.95018,0.518671,0.0001
-3.4413,-2.966,-2.77482,0.0001
5.95876,-2.98257,-0.913655,0.0001
-11.9345,-1.64949,0.800217,0.0001
-0.52793,1.44069,0.601653,0.0001
2.19349,-10.3715,-1.73983,0.0001
4.08214,-7.27099,-0.811129,0.0001
7.12289,-8.83158,-1.22168,0.0001
-12.0988,-0.395056,-0.394262,0.0001
-7.96192,-8.16459,-1.96088,0.0001
-0.205187,-7.68957,1.59722,0.0001
-1.75056,-7.69927,2.77239,0.0001
1.91691,-1.42794,-1.11006,0.0001
-1.33211,-5.82679,-2.95636,0.0001
1.0918,-3.61684,-1.35996,0.0001
-7.67447,0.638229,-2.85683,0.0001
-12.8114,1.28899,0.772551,0.0001
-9.08107,1.32288,-0.27576,0.0001
-2.80759,-1.14925,0.804595,0.0001
10.4708,-6.77071,-1.11941,0.0001
1.14357,-9.03068,-0.616954,0.0001
5.87133,-6.18294,-2.35609,0.0001
7.55124,-9.16886,-0.047713,0.0001
-1.25745,-7.62656,-2.41196,0.0001
6.12577,1.70618,2.70254,0.0001
3.65167,-10.2965,-0.393861,0.0001
1.77603,-10.1619,-2.21585,0.0001
12.0124,-3.45017,-1.76961,0.0001
0.260122,1.78708,-0.361421,0.0001
-4.64849,0.44849,-1.7659,0.0001
11.5093,-6.03655,-2.35263,0.0001
8.28116,-6.29834,0.935761,0.0001
-11.3885,-9.9003,0.330985,0.0001
10.7871,-6.71803,0.74317,0.0001
-9.6818,-8.75901,1.89424,0.0001
-4.79815,-2.99919,-0.0774919,0.0001
2.65617,-2.59519,0.696966,0.0001
-2.839,-8.36406,1.75708,0.0001
9.50346,-9.53142,0.450796,0.0001
6.40299,-2.15739,-2.84853,0.0001
5.31843,-8.22163,1.72796,0.0001
10.4548,-4.28561,-0.826032,0.0001
3.62847,-8.66522,2.38214,0.0001
5.5788,1.17139,-2.8135,0.0001
11.2145,-6.26245,0.895315,0.0001
-0.601518,-8.06186,-1.1565,0.0001
2.17175,-5.84668,1.70386,0.0001
10.6494,-7.25666,0.76857,0.0001
-7.11088,1.91916,0.955484,0.0001
7.89559,-4.1242,-1.98834,0.0001
0.491673,-6.71503,-0.465114,0.0001
-2.98048,2.42173,2.4199,0.0001
-12.8161,-3.55722,-0.890999,0.0001
-3.78207,1.04978,-1.87806,0.0001
-4.95568,-7.79229,-0.210648,0.0001
9.9617,-4.34193,-1.71024,0.0001
-3.78688,-0.334297,0.821152,0.0001
7.50074,-1.8022,-2.25778,0.0001
-11.0808,-7.80867,-2.82528,0.0001
1.74476,1.31843,-1.69134,0.0001
-0.538319,-5.6675,-3.13302,0.0001
-2.02272,-2.97472,2.3717,0.0001
4.77209,2.23158,2.96914,0.0001
6.20189,-4.45349,-0.409261,0.0001
-2.1297,1.58266,-2.50131,0.0001
-12.9995,-5.42147,2.86929,0.0001
6.94589,-7.73024,-1.04973,0.0001
-9.99831,0.566352,-2.18875,0.0001
0.43697,-6.36357,-3.04067,0.0001
-11.0868,-8.54828,-2.5801,0.0001
-0.302862,-1.47901,0.285886,0.0001
7.60994,1.92201,-0.219152,0.0001
-11.3478,-5.68401,-2.2051,0.0001
-1.5253,-8.38188,-1.67154,0.0001
10.0893,-7.34323,0.557653,0.0001
-2.40581,-4.75142,1.28774,0.0001
-6.42542,-10.2051,-2.38432,0.0001
-6.22845,-7.64336,1.85349,0.0001
-6.34633,-2.29504,-2.73354,0.0001
-7.5758,1.15589,0.334584,0.0001
-10.0215,-2.8791,0.742508,0.0001
-10.2855,-2.93354,-2.07399,0.0001
-5.32225,-0.392077,2.91588,0.0001
3.40545,-0.1268,-0.962417,0.0001
0.398208,-6.60849,-0.485298,0.0001
-12.1188,-3.93124,-0.743275,0.0001
-4.03579,-4.82228,2.82414,0.0001
-3.77682,1.01678,0.887497,0.0001
2.00706,-4.54049,-0.513445,0.0001
4.03726,-7.40841,2.24997,0.0001
5.38461,-8.43757,0.207694,0.0001
